"Map","Lot","SubLot","Polytype","LinkID","TM_update_","Hist_Dist","Pine_Tr_Zn","OL_CAC","Lot_Sub","Ward_2013","Export_Vis","FD","X10D_ID","OBJECTID_1","Vision_PID","GISID","F10D_ID","Map_1","Block","Lot_1","St_Num","Street","Location","CurOwn_Dat","CurOwn_QU","CurOwn_VI","CurOwn_Sal","PROwn1_Dat","PROwn1_QU","PROwn1_VI","PROwn1_Sal","PROwn2_Sal","PROwn3_Sal","PROwn4_Sal","PROwn5_Sal","Land_Val","Build_Val","Total_Val","Zone","Room_Cnt","Build_SF","Sale_Price","Sale_Date","Year_Built","Land_Area","Build_Styl","Bath_Cnt","Exempt_Val","Bed_Cnt","Tax_Total","LU_CODE","LU_DESC4"
32,37,0,parcel,32-37,0,0,0,0,37,6,1,14,1032037000,3551,2980,32-37,1032037000,     32,     37,,18,DEARBORN AVE,18 DEARBORN AVE,05/01/07,Q,I,195000,08/27/01,Q,I,125100,0,0,0,0,62800,93800,156600,R1A,6,1336,195000,05/01/07,1935,10890,Colonial,2,20000,3,136600,1010,SINGLE FAM  MDL-01
32,38,0,parcel,32-38,0,0,0,0,38,6,1,14,1032038000,3552,2981,32-38,1032038000,     32,     38,,20,DEARBORN AVE,20 DEARBORN AVE,08/12/16,Q,I,160000,07/21/16,U,I,0,0,0,0,0,55300,96300,151600,R1A,5,1155,160000,08/12/16,1930,5227,Bungalow,1,20000,2,131600,1010,SINGLE FAM  MDL-01
32,39,0,parcel,32-39,0,0,0,0,39,6,1,14,1032039000,3553,2982,32-39,1032039000,     32,     39,,22,DEARBORN AVE,22 DEARBORN AVE,05/05/06,U,I,0,,,,0,0,0,0,0,62000,129400,191400,R1A,9,2577,0,05/05/06,1949,10019,2 Unit,2,0,4,191400,1040,TWO FAMILY  MDL-03
32,4,0,parcel,32-4,0,0,0,0,4,6,1,14,1032004000,3518,2947,32-4,1032004000,     32,      4,,314,SOUTH ST,314 SOUTH ST,,U,V,0,,,,0,0,0,0,0,125300,16800,142100,R3,,0,0,,0,361984,,,0,,142100,9035,TOWN-PROP  MDL-00
32,40,0,parcel,32-40,0,0,0,0,40,6,1,14,1032040000,3554,2983,32-40,1032040000,     32,     40,,262,SOUTH ST,262 SOUTH ST,04/29/05,Q,I,228000,03/02/99,Q,I,104000,0,0,0,0,67900,134300,202200,R1A,6,1332,228000,04/29/05,1935,16553,Bungalow,1.5,0,4,202200,1010,SINGLE FAM  MDL-01
32,41,0,parcel,32-41,0,0,0,0,41,6,1,14,1032041000,3555,2984,32-41,1032041000,     32,     41,,260,SOUTH ST,260 SOUTH ST,05/25/16,Q,I,180000,04/28/05,Q,I,194000,0,0,0,0,65100,108500,173600,R1A,6,1332,180000,05/25/16,1900,13504,Bungalow,1,20000,2,153600,1010,SINGLE FAM  MDL-01
32,42,0,parcel,32-42,0,0,0,0,42,6,1,14,1032042000,3556,2985,32-42,1032042000,     32,     42,,258,SOUTH ST,258 SOUTH ST,12/31/14,U,I,171000,11/16/94,U,I,92500,0,124000,0,0,61300,99600,160900,R1A,10,3121,171000,12/31/14,1900,9583,3 Unit,2,0,5,160900,1050,THREE FAM  MDL-03
32,43,0,parcel,32-43,0,0,0,0,43,6,1,14,1032043000,3557,2986,32-43,1032043000,     32,     43,,50,MT PLEASANT ST,50 MT PLEASANT ST,07/29/04,Q,I,159000,02/28/02,U,I,44500,0,77000,0,0,56800,89900,146700,R1A,7,1310,159000,07/29/04,1941,6534,Cape,1,0,3,146700,1010,SINGLE FAM  MDL-01
32,44,0,parcel,32-44,0,0,0,0,44,6,1,14,1032044000,3558,2987,32-44,1032044000,     32,     44,,48,MT PLEASANT ST,48 MT PLEASANT ST,05/26/15,Q,I,190000,05/29/14,U,I,67000,125328,77000,1,0,56800,136900,193700,R1A,6,1457,190000,05/26/15,1941,6534,Conventional,2,0,3,193700,1010,SINGLE FAM  MDL-01
32,45,0,parcel,32-45,0,0,0,0,45,6,1,14,1032045000,3559,2988,32-45,1032045000,     32,     45,,46,MT PLEASANT ST,46 MT PLEASANT ST,07/15/13,Q,I,189900,06/18/03,U,I,0,150000,0,0,0,63900,123300,187200,R1A,10,2288,189900,07/15/13,1947,12197,2 Unit,2,0,5,187200,1040,TWO FAMILY  MDL-03
32,46,0,parcel,32-46,0,0,0,0,46,6,1,14,1032046000,3560,2989,32-46,1032046000,     32,     46,,44,MT PLEASANT ST,44 MT PLEASANT ST,10/19/07,Q,I,156000,04/15/04,Q,I,119900,52000,1,0,0,56300,57700,114000,R1A,4,616,156000,10/19/07,1940,6098,Ranch,1,0,2,114000,1010,SINGLE FAM  MDL-01
32,47,0,parcel,32-47,0,0,0,0,47,6,1,14,1032047000,3561,2990,32-47,1032047000,     32,     47,,2,CORNISH AVE,2 CORNISH AVE,12/10/02,Q,I,112000,10/11/95,U,I,0,0,0,0,0,56300,80600,136900,R1A,4,844,112000,12/10/02,1957,6098,Ranch,1,20000,2,116900,1010,SINGLE FAM  MDL-01
32,48,0,parcel,32-48,0,0,0,0,48,6,1,14,1032048000,3562,2991,32-48,1032048000,     32,     48,,40,MT PLEASANT ST,40 MT PLEASANT ST,11/20/81,,,0,,,,0,0,0,0,0,55800,99600,155400,R1A,6,1115,0,11/20/81,1944,5663,Ranch,1,20000,2,135400,1010,SINGLE FAM  MDL-01
32,49,0,parcel,32-49,0,0,0,0,49,6,1,14,1032049000,3563,2992,32-49,1032049000,     32,     49,,1,CORNISH AVE,1 CORNISH AVE,12/13/79,,,0,,,,0,0,0,0,0,68300,112200,180500,R1A,6,1574,0,12/13/79,1920,23087,Conventional,1,26000,3,154500,1010,SINGLE FAM  MDL-01
32,49,1,parcel,32-49-1,0,0,0,0,49-1,6,1,14,1032049001,3564,2993,32-49-1,1032049001,     32,     49,      1,36,MT PLEASANT ST,36 MT PLEASANT ST,01/29/99,Q,I,91250,,,,0,0,0,0,0,65800,110300,176100,R1A,13,3190,91250,01/29/99,1880,14375,3 Unit,1,20000,5,156100,1050,THREE FAM  MDL-03
32,5,0,parcel,32-5,0,0,0,0,5,6,1,14,1032005000,3519,2948,32-5,1032005000,     32,      5,,601,MAIN ST,601 MAIN ST,12/02/80,,,0,,,,0,0,0,0,0,71300,100600,171900,R3,6,994,0,12/02/80,1948,20909,Conventional,1,20000,2,151900,1010,SINGLE FAM  MDL-01
32,50,0,parcel,32-50,0,0,0,0,50,6,1,14,1032050000,3565,2994,32-50,1032050000,     32,     50,,30,MT PLEASANT ST,30 MT PLEASANT ST,08/10/95,U,I,114100,,,,0,0,0,0,0,68300,114400,182700,R1A,9,2208,114100,08/10/95,1830,16988,2 Unit,2,26000,5,156700,1040,TWO FAMILY  MDL-03
32,51,0,parcel,32-51,0,0,0,0,51,6,1,14,1032051000,3566,2995,32-51,1032051000,     32,     51,,24,MT PLEASANT ST,24 MT PLEASANT ST,02/11/97,U,I,0,04/22/40,U,V,0,0,0,0,0,71700,78800,150500,R1A,8,1499,0,02/11/97,1880,21780,Conventional,1,0,4,150500,1010,SINGLE FAM  MDL-01
32,52,0,parcel,32-52,0,0,0,0,52,6,1,14,1032052000,3567,2996,32-52,1032052000,     32,     52,,20,MT PLEASANT ST,20-22 MT PLEASANT ST,10/31/16,Q,I,295000,11/06/08,U,I,293000,150000,200000,315000,225000,65500,227600,293100,R1A,9,2316,295000,10/31/16,1890,13939,2 Unit,2,0,6,293100,1092,MULTI HSES 2 UNIT
32,53,0,parcel,32-53,0,0,0,0,53,6,1,14,1032053000,3568,2997,32-53,1032053000,     32,     53,,16,MT PLEASANT ST,16 MT PLEASANT ST,07/31/07,Q,I,165000,05/22/95,U,I,0,75000,0,0,0,59900,85700,145600,R1A,7,2032,165000,07/31/07,1880,8712,Conventional,1.5,0,3,145600,1010,SINGLE FAM  MDL-01
32,54,0,parcel,32-54,0,0,0,0,54,6,1,14,1032054000,3569,2998,32-54,1032054000,     32,     54,,10,MT PLEASANT ST,10 MT PLEASANT ST,11/14/03,U,I,0,11/09/99,Q,I,372600,0,0,0,0,194800,390300,585100,R1A,,9682,0,11/14/03,1890,37026,Apartments,,0,,585100,1115,APT OVER 8  MDL-94
32,55,0,parcel,32-55,0,0,0,0,55,6,1,14,1032055000,3570,2999,32-55,1032055000,     32,     55,,13,MT PLEASANT ST,13 MT PLEASANT ST,05/16/05,Q,I,218000,05/13/05,U,I,0,108000,0,0,0,57400,167800,225200,R1A,7,2089,218000,05/16/05,1961,6970,Colonial,2,20000,5,205200,1010,SINGLE FAM  MDL-01
32,56,0,parcel,32-56,0,0,0,0,56,6,1,14,1032056000,3571,3000,32-56,1032056000,     32,     56,,15,MT PLEASANT ST,15 MT PLEASANT ST,02/25/05,Q,I,209000,04/16/01,Q,I,129900,80000,80000,0,0,62900,121800,184700,R1A,6,1609,209000,02/25/05,1936,10999,Conventional,1,0,2,184700,1010,SINGLE FAM  MDL-01
32,56,1,parcel,32-56-1,0,0,0,0,56-1,6,1,14,1032056001,3572,3001,32-56-1,1032056001,     32,     56,      1,17,MT PLEASANT ST,17 MT PLEASANT ST,07/02/03,U,I,0,05/30/03,U,I,0,155000,60000,0,0,62900,199200,262100,R1A,6,1958,0,07/02/03,1998,10999,Colonial,2.5,20000,3,242100,1010,SINGLE FAM  MDL-01
32,56,2,parcel,32-56-2,0,0,0,0,56-2,6,1,14,1032056002,3573,3002,32-56-2,1032056002,     32,     56,      2,25,MT PLEASANT ST,25 MT PLEASANT ST,02/10/17,Q,I,235000,01/31/15,Q,I,225000,51000,0,50000,0,62900,179200,242100,R1A,4,1288,235000,02/10/17,2014,10999,Ranch,,0,3,242100,1010,SINGLE FAM  MDL-01
32,57,0,parcel,32-57,0,0,0,0,57,6,1,14,1032057000,3574,3003,32-57,1032057000,     32,     57,,33,MT PLEASANT ST,33 MT PLEASANT ST,06/22/18,U,I,220000,10/03/07,Q,I,230000,0,0,0,0,71700,77400,149100,R1A,8,2024,220000,06/22/18,1914,21780,2 Unit,2,0,3,149100,1040,TWO FAMILY  MDL-03
32,57,1,parcel,32-57-1,0,0,0,0,57-1,6,1,14,1032057001,3575,3004,32-57-1,1032057001,     32,     57,      1,31,MT PLEASANT ST,31 MT PLEASANT ST,10/28/05,U,I,130000,,,,0,0,0,0,0,56800,111100,167900,R1A,5,1306,130000,10/28/05,1964,6534,Cape,2,20000,3,147900,1010,SINGLE FAM  MDL-01
32,58,0,parcel,32-58,0,0,0,0,58,6,1,14,1032058000,3576,3005,32-58,1032058000,     32,     58,,45,MT PLEASANT ST,45 MT PLEASANT ST,12/18/07,U,I,0,08/17/06,U,I,0,0,0,0,0,60600,136300,196900,R1A,7,1536,0,12/18/07,1925,9148,Conventional,1,26000,4,170900,1010,SINGLE FAM  MDL-01
32,59,0,parcel,32-59,0,0,0,0,59,6,1,14,1032059000,3577,3006,32-59,1032059000,     32,     59,,256,SOUTH ST,256 SOUTH ST,04/14/18,U,I,188700,03/22/16,U,I,134391,0,140000,210000,75900,66600,127600,194200,R1A,8,2480,188700,04/14/18,1900,15246,2 Unit,2,0,4,194200,1040,TWO FAMILY  MDL-03
32,59,1,parcel,32-59-1,0,0,0,0,59-1,6,1,14,1032059001,3578,3007,32-59-1,1032059001,     32,     59,      1,47,MT PLEASANT ST,47 MT PLEASANT ST,02/27/18,U,I,0,01/03/18,U,I,0,0,0,0,0,62800,179200,242000,R1A,8,1701,0,02/27/18,1966,10890,Ranch,1,0,3,242000,1010,SINGLE FAM  MDL-01
32,6,0,parcel,32-6,0,0,0,0,6,6,1,14,1032006000,3520,2949,32-6,1032006000,     32,      6,,603,MAIN ST,603 MAIN ST,06/20/00,U,I,0,,,,0,0,0,0,0,59300,95500,154800,R3,5,1097,0,06/20/00,1950,8276,Ranch,1,0,2,154800,1010,SINGLE FAM  MDL-01
32,60,0,parcel,32-60,0,0,0,0,60,6,1,14,1032060000,3579,3008,32-60,1032060000,     32,     60,,250,SOUTH ST,250 SOUTH ST,,,,0,,,,0,0,0,0,0,71800,141100,212900,R1A,10,2337,0,,1900,22651,Colonial,2,20000,4,192900,1011,SF (W/ APT)  MDL-01
32,61,0,parcel,32-61,0,0,0,0,61,6,1,14,1032061000,3580,3009,32-61,1032061000,     32,     61,,44,HIGHLAND ST,44 HIGHLAND ST,04/22/76,,,0,,,,0,0,0,0,0,63900,154400,218300,R1A,6,1248,0,04/22/76,1964,12197,Ranch,1,20000,3,198300,1010,SINGLE FAM  MDL-01
32,62,0,parcel,32-62,0,0,0,0,62,6,1,14,1032062000,3581,3010,32-62,1032062000,     32,     62,,42,HIGHLAND ST,42 HIGHLAND ST,05/30/18,Q,I,230200,,,,0,0,0,0,0,64700,135400,200100,R1A,5,1540,230200,05/30/18,1949,13068,Ranch,1,0,3,200100,1010,SINGLE FAM  MDL-01
32,63,0,parcel,32-63,0,0,0,0,63,6,1,14,1032063000,3582,3011,32-63,1032063000,     32,     63,,40,HIGHLAND ST,40 HIGHLAND ST,07/28/04,Q,I,220000,08/29/03,U,I,200000,89000,0,0,0,71700,133800,205500,R1A,7,1766,220000,07/28/04,1870,21780,Conventional,2,20000,3,185500,1010,SINGLE FAM  MDL-01
32,64,0,parcel,32-64,0,0,0,0,64,6,1,14,1032064000,3583,3012,32-64,1032064000,     32,     64,,38,HIGHLAND ST,38 HIGHLAND ST,12/16/16,U,I,249900,06/01/05,Q,I,183000,112500,0,0,0,64700,144100,208800,R1A,7,1638,249900,12/16/16,1900,13068,Conventional,1,0,4,208800,1010,SINGLE FAM  MDL-01
32,65,0,parcel,32-65,0,0,0,0,65,6,1,14,1032065000,3584,3013,32-65,1032065000,     32,     65,,32,HIGHLAND ST,32 HIGHLAND ST,09/15/14,Q,I,205000,03/11/98,U,I,50000,0,0,0,0,56800,117700,174500,R1A,8,1773,205000,09/15/14,1951,6534,Cape,1.5,26000,3,148500,1010,SINGLE FAM  MDL-01
32,66,0,parcel,32-66,0,0,0,0,66,6,1,14,1032066000,3585,3014,32-66,1032066000,     32,     66,,30,HIGHLAND ST,30 HIGHLAND ST,04/24/86,,,0,,,,0,0,0,0,0,56800,84500,141300,R1A,5,1078,0,04/24/86,1925,6534,Conventional,1,20000,3,121300,1010,SINGLE FAM  MDL-01
32,67,0,parcel,32-67,0,0,0,0,67,6,1,14,1032067000,3586,3015,32-67,1032067000,     32,     67,,28,HIGHLAND ST,28 HIGHLAND ST,06/25/18,U,I,0,10/25/17,U,I,95000,151400,0,0,0,56800,76600,133400,R1A,6,1248,0,06/25/18,1925,6534,Conventional,1,0,3,133400,1010,SINGLE FAM  MDL-01
32,68,0,parcel,32-68,0,0,0,0,68,6,1,14,1032068000,3587,3016,32-68,1032068000,     32,     68,,24,HIGHLAND ST,24 HIGHLAND ST,03/22/13,Q,I,234500,08/19/02,Q,I,185000,81000,0,0,99900,66600,181300,247900,R1A,10,2814,234500,03/22/13,1880,15246,Conventional,2.5,20000,4,227900,1010,SINGLE FAM  MDL-01
32,69,0,parcel,32-69,0,0,0,0,69,6,1,14,1032069000,3588,3017,32-69,1032069000,     32,     69,,11,HIGHLAND ST,11 HIGHLAND ST,11/30/79,,,0,,,,0,0,0,0,0,67900,156600,224500,R1A,7,2154,0,11/30/79,1963,16553,Split-Level,2,20000,3,204500,1010,SINGLE FAM  MDL-01
32,69,1,parcel,32-69-1,0,0,0,0,69-1,6,1,14,1032069001,3589,3018,32-69-1,1032069001,     32,     69,      1,13,HIGHLAND ST,13 HIGHLAND ST,02/11/16,Q,I,198000,12/21/07,U,I,155000,155000,155000,134836,110000,66400,134700,201100,R1A,8,1104,198000,02/11/16,1974,14810,Raised Ranch,1.5,0,3,201100,1010,SINGLE FAM  MDL-01
32,7,0,parcel,32-7,0,0,0,0,7,6,1,14,1032007000,3521,2950,32-7,1032007000,     32,      7,,328,SOUTH ST,328 SOUTH ST,06/08/05,Q,I,375000,,,,0,0,0,0,0,85300,231200,316500,R3,,3936,375000,06/08/05,1937,12632,Stores/Apt Com,,20000,,296500,031C,PRI COMM  MDL-94
32,70,0,parcel,32-70,0,0,0,0,70,6,1,14,1032070000,3590,3019,32-70,1032070000,     32,     70,,35,HIGHLAND ST,35 HIGHLAND ST,03/28/96,U,I,60000,,U,I,0,0,0,0,0,69500,128700,198200,R1A,5,1372,60000,03/28/96,1953,18295,Ranch,1,20000,3,178200,1010,SINGLE FAM  MDL-01
32,71,0,parcel,32-71,0,0,0,0,71,6,1,14,1032071000,3591,3020,32-71,1032071000,     32,     71,,37,HIGHLAND ST,37 HIGHLAND ST,02/29/84,,,0,,,,0,0,0,0,0,61100,162600,223700,R1A,6,1932,0,02/29/84,1984,16416,Cape,2,20000,3,203700,1010,SINGLE FAM  MDL-01
32,72,0,parcel,32-72,0,0,0,0,72,6,1,14,1032072000,3592,3021,32-72,1032072000,     32,     72,,39,HIGHLAND ST,39 HIGHLAND ST,10/19/10,U,I,0,11/28/84,,,0,0,0,0,0,74600,156400,231000,R1A,9,2671,0,10/19/10,1850,34848,2 Unit,2.5,0,4,231000,1040,TWO FAMILY  MDL-03
32,73,0,parcel,32-73,0,0,0,0,73,6,1,14,1032073000,3593,3022,32-73,1032073000,     32,     73,,41,HIGHLAND ST,41 HIGHLAND ST,08/17/98,U,I,0,05/11/92,U,I,0,70000,0,0,0,69500,108100,177600,R1A,5,1068,0,08/17/98,1948,18295,Ranch,1,20000,2,157600,1010,SINGLE FAM  MDL-01
32,74,0,parcel,32-74,0,0,0,0,74,6,1,14,1032074000,3594,3023,32-74,1032074000,     32,     74,,43,HIGHLAND ST,43 HIGHLAND ST,03/15/93,U,I,0,,,,0,0,0,0,0,73200,177300,250500,R1A,7,2037,0,03/15/93,1950,27007,Conventional,2,20000,3,230500,1010,SINGLE FAM  MDL-01
32,75,0,parcel,32-75,0,0,0,0,75,6,1,14,1032075000,3595,3024,32-75,1032075000,     32,     75,,244,SOUTH ST,244 SOUTH ST,06/26/97,U,I,0,03/26/91,Q,I,100000,0,0,0,0,63200,156700,219900,R1A,6,1926,0,06/26/97,1949,11326,Cape,1.5,20000,2,199900,1010,SINGLE FAM  MDL-01
32,8,0,parcel,32-8,0,0,0,0,8,6,1,14,1032008000,3522,2951,32-8,1032008000,     32,      8,,322,SOUTH ST,322 SOUTH ST,05/24/18,Q,I,203000,04/23/10,U,I,134000,0,0,0,0,72100,122100,194200,R3,8,1613,203000,05/24/18,1880,23958,Conventional,1,0,4,194200,1010,SINGLE FAM  MDL-01
32,9,0,parcel,32-9,0,0,0,0,9,6,1,14,1032009000,3523,2952,32-9,1032009000,     32,      9,,288,SOUTH ST,288 SOUTH ST,07/26/13,Q,I,170000,,,,0,0,0,0,0,58600,86400,145000,R1A,5,1284,170000,07/26/13,1910,13504,Conventional,1,20000,3,125000,1010,SINGLE FAM  MDL-01
3,31,0,parcel,3-31,0,0,0,0,31,3,1,16,1003031000,690,411,3-31,1003031000,      3,     31,,276,WEST ST,276 WEST ST,05/23/08,Q,I,379900,08/28/07,U,I,0,485000,195000,0,0,146800,123400,270200,RF SR1,12,2635,379900,05/23/08,1900,1482347,2 Unit,2,20000,5,250200,1040,TWO FAMILY  MDL-03
33,1,0,parcel,33-1,0,0,0,0,1,6,1,14,1033001000,3596,3025,33-1,1033001000,     33,      1,,242,SOUTH ST,242 SOUTH ST,07/23/10,U,I,230300,,,,0,0,0,0,0,73600,163600,237200,R1A,10,3033,230300,07/23/10,1806,28314,Antique,3,20000,5,217200,1010,SINGLE FAM  MDL-01
33,10,0,parcel,33-10,0,0,0,0,10,6,1,14,1033010000,3606,3035,33-10,1033010000,     33,     10,,220,SOUTH ST,220 SOUTH ST,07/14/00,U,I,0,10/14/97,U,I,0,0,0,0,0,78200,138500,216700,R1A,14,2876,0,07/14/00,1904,117176,2 Unit,4,0,5,216700,1040,TWO FAMILY  MDL-03
33,100,0,parcel,33-100,0,0,0,0,100,7,1,14,1033100000,3686,3141,33-100,1033100000,     33,    100,,15,TAYLOR ST,15 TAYLOR ST,05/02/07,U,I,0,,,,0,0,0,0,0,62400,139900,202300,R1A,10,2968,0,05/02/07,1920,10454,2 Unit,2,0,6,202300,1040,TWO FAMILY  MDL-03
33,101,0,parcel,33-101,0,0,0,0,101,7,1,14,1033101000,3687,3142,33-101,1033101000,     33,    101,,17,TAYLOR ST,17 TAYLOR ST,06/30/04,Q,I,225000,04/12/04,U,I,200000,129000,0,0,0,62000,125900,187900,R1A,12,2824,225000,06/30/04,1910,10019,2 Unit,2,0,4,187900,1040,TWO FAMILY  MDL-03
33,102,0,parcel,33-102,0,0,0,0,102,7,1,14,1033102000,3688,3143,33-102,1033102000,     33,    102,,23,TAYLOR ST,23 TAYLOR ST,08/29/13,U,I,0,12/02/09,Q,I,179900,0,0,0,0,57400,126900,184300,R1A,14,3232,0,08/29/13,1920,6970,3 Unit,3,0,5,184300,1050,THREE FAM  MDL-03
33,103,0,parcel,33-103,0,0,0,0,103,7,1,14,1033103000,3689,3144,33-103,1033103000,     33,    103,,25,TAYLOR ST,25 TAYLOR ST,02/04/05,U,I,0,12/24/97,U,I,0,80000,0,0,0,67100,103600,170700,R1A,6,1319,0,02/04/05,1938,15682,Conventional,1,20000,3,150700,1010,SINGLE FAM  MDL-01
33,104,0,parcel,33-104,0,0,0,0,104,7,1,14,1033104000,3690,3145,33-104,1033104000,     33,    104,,27,TAYLOR ST,27 TAYLOR ST,11/30/16,Q,I,203000,06/04/13,U,I,133000,0,0,0,0,56800,103600,160400,R1A,6,1148,203000,11/30/16,1919,6534,Bungalow,1,20000,3,140400,1010,SINGLE FAM  MDL-01
33,105,0,parcel,33-105,0,0,0,0,105,7,1,14,1033105000,3691,3146,33-105,1033105000,     33,    105,,33,TAYLOR ST,33 TAYLOR ST,07/31/09,Q,I,337500,04/12/93,U,I,102500,1,0,0,0,89800,250800,340600,R1A,,5166,337500,07/31/09,1900,24394,Res Apt,,0,9,340600,1112,SIX UNIT
33,106,0,parcel,33-106,0,0,0,0,106,7,1,14,1033106000,3692,3147,33-106,1033106000,     33,    106,,74,MAY ST,74 MAY ST,12/24/14,Q,I,160000,12/17/10,U,I,85000,86900,69900,0,114000,66400,104600,171000,R1A,11,3416,160000,12/24/14,1920,14810,2 Unit,3,0,6,171000,1040,TWO FAMILY  MDL-03
33,106,1,parcel,33-106-1,0,0,0,0,106-1,7,1,14,1033106001,3693,3148,33-106-1,1033106001,     33,    106,      1,76,MAY ST,76 MAY ST,09/23/93,Q,I,100000,08/12/93,U,I,1,0,0,0,0,61500,149400,210900,R1A,12,1288,100000,09/23/93,1988,16988,Ranch,1.5,20000,3,190900,1010,SINGLE FAM  MDL-01
33,107,0,parcel,33-107,0,0,0,0,107,7,1,14,1033107000,3694,3149,33-107,1033107000,     33,    107,,72,MAY ST,72 MAY ST,09/08/15,Q,I,180000,10/02/09,Q,I,127500,86000,0,0,0,68700,104300,173000,R1A,8,1280,180000,09/08/15,1900,17424,Conventional,1.5,0,4,173000,1010,SINGLE FAM  MDL-01
33,108,0,parcel,33-108,0,0,0,0,108,7,1,14,1033108000,3695,3150,33-108,1033108000,     33,    108,,68,MAY ST,68 MAY ST,11/04/16,U,I,175000,,U,,0,0,0,0,0,67500,132600,200100,R1A,8,1646,175000,11/04/16,1880,16117,Conventional,,0,3,200100,1010,SINGLE FAM  MDL-01
33,109,0,parcel,33-109,0,0,0,0,109,7,1,14,1033109000,3696,3151,33-109,1033109000,     33,    109,,66,MAY ST,66 MAY ST,03/21/00,Q,I,121500,04/12/95,Q,I,112000,1,0,0,0,64300,117200,181500,R1A,5,1344,121500,03/21/00,1942,12632,Cape,1,20000,3,161500,1010,SINGLE FAM  MDL-01
33,110,0,parcel,33-110,0,0,0,0,110,7,1,14,1033110000,3697,3152,33-110,1033110000,     33,    110,,3,VICTORY LN,3 VICTORY LN,02/11/04,Q,I,210000,04/27/00,Q,I,150000,0,0,0,0,69500,161000,230500,R1A,10,2156,210000,02/11/04,1952,18295,Ranch,2,20000,4,210500,1011,SF (W/ APT)  MDL-01
33,111,0,parcel,33-111,0,0,0,0,111,7,1,14,1033111000,3698,3153,33-111,1033111000,     33,    111,,5,VICTORY LN,5 VICTORY LN,11/26/14,U,I,120000,11/30/50,U,I,0,0,0,0,0,63900,108900,172800,R1A,5,1064,120000,11/26/14,1953,12197,Ranch,1,20000,2,152800,1010,SINGLE FAM  MDL-01
33,112,0,parcel,33-112,0,0,0,0,112,7,1,14,1033112000,3699,3154,33-112,1033112000,     33,    112,,3,MEMORIAL DR,3 MEMORIAL DR,06/24/03,U,I,0,06/21/94,Q,I,85000,0,0,0,0,59300,97100,156400,R1A,6,1165,0,06/24/03,1952,8276,Cape,1,20000,4,136400,1010,SINGLE FAM  MDL-01
33,113,0,parcel,33-113,0,0,0,0,113,7,1,14,1033113000,3700,3155,33-113,1033113000,     33,    113,,5,MEMORIAL DR,5 MEMORIAL DR,11/17/16,U,I,214500,12/13/13,U,I,180000,150000,0,0,0,59300,132500,191800,R1A,6,1254,214500,11/17/16,1952,8276,Cape,2,0,3,191800,1010,SINGLE FAM  MDL-01
33,114,0,parcel,33-114,0,0,0,0,114,7,1,14,1033114000,3701,3156,33-114,1033114000,     33,    114,,7,MEMORIAL DR,7 MEMORIAL DR,08/31/94,Q,I,110000,,,,0,0,0,0,0,59300,130800,190100,R1A,5,1160,110000,08/31/94,1963,8276,Ranch,1,26000,3,164100,1010,SINGLE FAM  MDL-01
33,115,0,parcel,33-115,0,0,0,0,115,7,1,14,1033115000,3702,3157,33-115,1033115000,     33,    115,,4,MEMORIAL DR,4 MEMORIAL DR,12/15/15,Q,I,187000,06/05/15,U,I,0,0,120000,109650,184000,57400,130000,187400,R1A,5,1204,187000,12/15/15,1956,6970,Ranch,1,20000,3,167400,1010,SINGLE FAM  MDL-01
33,115,1,parcel,33-115-1,0,0,0,0,115-1,7,1,14,1033115001,3703,3158,33-115-1,1033115001,     33,    115,      1,6,MEMORIAL DR,6 MEMORIAL DR,,,,0,,,,0,0,0,0,0,57400,126900,184300,R1A,5,1016,0,,1951,6970,Raised Ranch,2,26000,2,158300,1010,SINGLE FAM  MDL-01
33,115,2,parcel,33-115-2,0,0,0,0,115-2,7,1,14,1033115002,3704,3159,33-115-2,1033115002,     33,    115,      2,7,KENNEDY DR,7 KENNEDY DR,11/25/97,U,I,0,,,,0,0,0,0,0,61900,146900,208800,R1A,4,1152,0,11/25/97,1963,9900,Ranch,2,0,2,208800,1010,SINGLE FAM  MDL-01
33,115,3,parcel,33-115-3,0,0,0,0,115-3,7,1,14,1033115003,3705,3160,33-115-3,1033115003,     33,    115,      3,9,KENNEDY DR,9 KENNEDY DR,11/20/03,Q,I,165000,05/05/92,Q,I,92500,0,0,0,0,62000,123600,185600,R1A,6,1144,165000,11/20/03,1966,10019,Raised Ranch,1,20000,3,165600,1010,SINGLE FAM  MDL-01
33,116,0,parcel,33-116,0,0,0,0,116,7,1,14,1033116000,3706,3161,33-116,1033116000,     33,    116,,2,MEMORIAL DR,2 MEMORIAL DR,03/27/95,U,I,0,,U,V,0,0,0,0,0,59300,119300,178600,R1A,7,1100,0,03/27/95,1954,8276,Ranch,2,0,3,178600,1010,SINGLE FAM  MDL-01
33,117,0,parcel,33-117,0,0,0,0,117,7,1,14,1033117000,3707,3162,33-117,1033117000,     33,    117,,7,VICTORY LN,7 VICTORY LN,11/05/10,Q,I,202500,06/28/99,Q,I,124000,0,0,0,0,64700,200000,264700,R1A,10,2462,202500,11/05/10,1954,13068,Cape,3,26000,4,238700,1010,SINGLE FAM  MDL-01
